h11 h14 h16
50.52 44.01 26.63 
43.21 38.74 24.58 
44.03 35.75 21.67 
44.05 40.72 21.93 
42.36 36.40 21.23 
42.60 34.84 19.51 
44.04 36.84 22.36 
42.93 34.55 20.43 
43.29 32.30 20.44 
42.89 35.37 22.49 
