h11 h14 h16
7.95 10.82 12.15 
11.69 11.74 10.51 
10.01 12.25 12.98 
10.26 12.75 11.42 
11.18 12.62 11.28 
13.03 11.58 11.66 
12.64 11.36 11.02 
11.69 12.81 12.52 
10.66 12.09 12.28 
10.55 13.15 12.54 
