h11 h14 h16
3.91 4.97 4.61 
3.43 3.93 3.83 
3.25 4.29 4.14 
3.36 4.09 4.96 
4.45 5.24 4.50 
5.30 6.40 6.91 
4.80 5.85 4.41 
4.31 5.33 4.93 
3.55 5.04 4.44 
3.81 4.23 4.61 
