h11 h14 h16
2.70 4.02 3.64 
2.70 4.97 2.16 
2.32 45.06 2.89 
2.80 3.95 2.56 
2.90 4.32 2.15 
2.45 7.73 2.95 
2.49 4.18 2.74 
2.39 16.86 2.55 
2.93 8.78 3.73 
2.51 4.68 3.25 
