h11 h14 h16
0.24 1.24 0.27 
0.21 1.68 0.19 
0.20 1.29 0.27 
0.23 1.69 0.20 
0.22 0.52 0.17 
0.19 1.28 0.19 
0.22 0.47 0.21 
0.25 0.38 0.34 
0.24 2.28 0.21 
0.32 0.23 0.37 
