h11 h12 h13
24.56 27.76 24.38 
25.60 27.52 29.91 
24.66 28.52 28.89 
26.98 30.97 25.71 
28.01 28.12 27.97 
27.82 32.47 25.96 
15.39 28.87 30.43 
26.23 26.06 27.32 
30.83 28.38 27.94 
26.87 26.10 26.45 
