h11 h12 h13 h14 h15 h16 h17
152.80 150.78 161.77 159.92 176.89 162.77 131.69 
152.08 173.98 163.64 169.38 126.92 155.58 132.85 
138.35 163.83 148.13 134.89 153.44 171.12 139.65 
114.78 125.48 128.96 163.26 149.46 164.20 148.13 
123.22 132.68 122.70 148.80 133.43 132.36 139.19 
133.81 148.89 99.28 128.01 144.22 133.98 129.17 
118.61 145.79 105.83 119.18 133.51 141.68 149.03 
107.26 145.32 147.97 132.63 150.89 133.19 141.27 
155.09 147.66 116.67 120.21 150.77 137.23 130.88 
127.80 132.78 147.42 142.39 98.68 144.64 122.27 
118.56 135.18 138.87 121.60 152.46 122.34 142.31 
119.44 138.59 147.35 129.66 132.88 122.19 146.23 
149.19 124.69 143.85 132.30 127.52 115.81 134.70 
122.97 144.38 108.05 103.59 143.57 144.79 134.08 
146.52 134.11 131.66 138.52 152.11 143.18 103.83 
149.49 121.65 137.60 147.17 114.75 128.62 135.60 
146.41 118.74 111.39 136.44 146.23 132.22 146.31 
128.22 121.39 116.85 131.95 104.67 114.94 112.48 
111.39 124.76 97.87 107.85 117.45 105.92 128.18 
109.45 125.36 105.25 86.29 88.92 118.97 86.15 
128.13 130.74 97.23 113.29 126.92 103.03 120.69 
97.52 117.58 110.80 124.98 117.98 118.08 124.12 
119.25 117.49 119.09 128.74 108.35 123.38 93.81 
112.47 104.22 114.71 105.24 113.35 104.41 128.05 
104.50 121.87 110.14 106.13 126.86 114.06 104.65 
114.90 107.79 117.50 111.61 126.99 108.51 125.60 
119.59 124.99 118.44 106.19 119.70 108.98 99.02 
123.73 120.83 103.22 121.97 124.73 105.40 102.38 
105.85 125.25 104.59 96.00 127.25 118.19 127.67 
120.50 119.74 103.09 126.51 128.70 115.03 103.15 
124.53 120.02 127.03 116.05 111.22 97.43 105.42 
100.05 125.84 109.47 102.77 126.64 127.94 116.91 
115.21 109.06 125.42 128.88 117.97 108.08 120.96 
128.81 121.80 111.85 101.97 126.03 123.54 108.22 
95.37 116.91 128.84 118.63 110.04 121.83 116.67 
116.21 122.90 111.16 103.23 127.28 122.78 123.06 
118.62 94.33 123.95 128.36 117.23 111.87 121.82 
110.33 124.63 129.31 117.26 96.97 123.18 81.22 
118.96 122.23 124.27 110.75 109.55 111.12 121.20 
114.64 122.29 126.55 123.60 132.99 126.92 109.99 
114.01 115.10 114.06 83.39 127.54 111.39 119.74 
86.63 123.18 106.48 112.32 125.22 107.17 122.50 
106.44 116.46 123.87 126.01 114.64 98.45 121.60 
113.64 113.32 109.98 91.19 125.53 120.56 127.68 
118.34 107.73 92.41 107.72 107.74 125.66 121.82 
122.54 113.89 103.89 113.88 101.05 127.88 125.14 
117.72 131.06 123.95 117.73 95.88 119.08 122.42 
122.94 109.23 115.75 95.74 98.35 89.90 124.48 
114.93 113.25 124.14 128.16 123.68 114.98 96.42 
112.53 111.07 123.41 110.29 132.55 104.54 124.54 
