h11 h12 h13 h14 h15 h16 h17
128.59 120.63 117.91 109.73 97.25 113.64 126.59 
121.77 130.83 103.95 131.92 110.93 122.75 119.80 
99.79 119.21 127.09 100.58 118.98 122.53 106.53 
103.95 110.23 124.71 115.77 110.31 130.05 126.60 
95.77 130.47 127.54 102.01 112.62 119.03 121.50 
93.48 127.39 119.66 117.53 110.25 108.17 112.03 
90.97 123.37 114.71 108.23 131.29 117.21 123.75 
96.37 125.40 119.82 124.43 89.41 124.96 133.88 
100.00 132.47 119.43 119.85 128.87 110.28 116.60 
123.61 106.12 89.09 129.17 112.05 117.81 123.02 
130.19 135.92 97.00 110.11 122.39 126.90 93.23 
117.37 125.26 111.15 117.34 124.86 101.74 129.05 
123.98 123.86 105.73 116.36 109.44 126.75 113.20 
109.92 119.86 114.88 127.77 130.36 102.87 123.52 
111.92 122.32 125.49 88.84 122.52 107.64 130.20 
124.28 104.14 99.23 123.81 109.18 114.17 126.25 
132.24 109.64 115.38 121.89 124.02 124.42 124.04 
111.84 119.80 126.44 119.04 104.28 120.15 120.97 
131.08 120.08 114.56 102.20 116.48 103.95 123.91 
98.31 123.41 98.47 98.24 119.97 123.86 114.31 
130.08 126.79 120.54 92.24 100.02 118.53 111.40 
98.15 119.71 119.95 125.52 124.32 124.37 114.14 
132.00 126.55 115.24 112.90 119.93 125.15 110.58 
116.82 96.32 137.75 104.01 124.34 131.58 133.06 
127.99 119.48 105.19 121.39 102.57 132.65 102.72 
104.14 117.31 129.81 94.55 106.66 126.13 127.13 
109.26 98.99 121.03 109.50 122.59 115.24 127.42 
115.10 106.84 128.63 119.46 116.58 103.90 119.35 
112.26 123.99 118.02 115.47 109.61 118.88 109.78 
113.45 103.16 132.86 122.56 125.05 124.93 118.44 
109.17 108.77 120.84 117.87 127.22 103.52 116.49 
131.51 125.96 120.64 123.62 109.44 109.41 121.16 
114.94 97.50 110.50 105.37 118.15 126.45 123.54 
103.90 122.75 128.19 121.79 111.25 112.22 129.26 
110.98 116.96 105.79 132.41 124.53 104.96 128.61 
113.80 131.39 131.24 122.04 112.43 126.13 124.25 
122.11 110.29 128.35 98.19 97.79 126.82 122.07 
102.03 112.98 130.13 119.08 129.40 120.83 82.71 
129.74 96.49 115.92 113.83 123.57 115.77 131.32 
93.91 131.94 126.41 124.21 117.03 109.02 123.41 
102.56 130.76 103.38 113.54 111.97 126.90 125.48 
110.96 114.47 115.27 108.87 128.93 119.67 123.26 
122.93 128.06 103.12 122.27 123.42 122.46 114.62 
101.96 127.40 118.80 111.75 110.72 127.33 133.24 
122.02 127.96 112.16 131.53 116.15 123.99 113.43 
83.01 107.90 86.87 129.53 121.09 102.21 118.33 
123.19 117.00 105.62 123.12 113.30 129.97 110.26 
102.03 104.61 122.73 117.31 124.92 122.07 102.76 
133.00 112.73 120.96 121.26 103.08 123.72 103.11 
127.31 123.65 106.41 117.11 118.39 107.26 120.89 
