h11 h12 h13 h14 h15 h16 h17
124.49 133.21 124.02 105.45 90.84 128.21 97.67 
126.42 114.41 130.53 132.90 96.45 119.78 117.37 
114.01 124.35 121.92 101.40 114.09 129.03 92.11 
99.86 125.75 106.27 123.78 95.07 119.70 109.17 
122.44 112.58 109.84 126.35 118.08 114.88 126.08 
116.40 119.02 127.05 114.39 117.06 132.48 99.24 
103.41 121.74 106.10 128.04 126.73 120.31 103.37 
119.41 118.55 128.61 104.63 110.56 114.30 123.32 
127.71 128.75 104.51 120.31 118.61 102.93 102.40 
115.32 115.64 105.73 111.01 118.88 127.02 127.49 
125.02 132.88 96.64 114.63 136.95 127.86 109.24 
114.28 131.14 103.77 96.01 122.85 124.15 117.61 
117.90 123.81 121.96 113.64 120.53 122.99 112.45 
113.17 116.35 114.40 135.40 127.27 130.67 119.27 
115.32 114.75 103.62 100.56 130.16 128.22 110.78 
118.03 99.14 123.16 97.78 109.83 126.69 101.63 
116.94 113.23 120.90 101.54 121.63 120.36 127.35 
109.43 111.86 119.45 121.89 128.30 93.64 129.14 
126.51 112.42 115.93 103.28 102.72 126.43 130.35 
122.13 118.96 123.58 119.75 117.39 117.40 106.13 
111.84 121.83 116.35 122.19 115.93 120.53 132.34 
125.28 120.91 111.54 101.79 127.50 118.16 116.64 
110.65 109.85 128.15 111.44 105.58 112.61 123.43 
130.16 118.22 118.53 134.78 106.45 119.77 129.75 
123.50 107.84 121.49 122.09 121.56 114.45 123.04 
107.02 138.06 124.11 123.07 133.88 110.36 112.20 
111.72 119.44 101.85 125.80 119.77 108.13 124.58 
116.06 125.46 122.72 113.11 117.58 102.97 131.50 
120.90 120.27 109.55 121.55 129.80 117.89 109.56 
114.87 104.64 103.24 126.27 129.93 106.20 121.13 
110.92 99.82 122.83 117.77 112.97 124.88 127.92 
115.61 115.35 117.11 129.37 117.88 118.29 110.30 
122.22 123.96 101.52 126.75 111.58 120.26 106.96 
121.15 112.86 104.78 123.07 129.26 99.33 102.90 
127.44 107.77 116.94 114.66 115.53 101.73 119.19 
125.38 102.57 125.07 105.24 108.20 100.93 127.37 
120.50 122.11 132.18 123.94 116.83 105.74 109.00 
109.41 114.62 125.03 72.40 131.44 109.13 86.72 
124.78 120.56 120.97 94.87 103.85 94.87 128.31 
112.80 106.37 125.74 109.25 123.21 125.23 125.15 
130.01 107.98 88.78 124.87 124.82 125.54 125.94 
116.50 124.51 116.65 98.13 123.44 133.07 116.17 
128.46 98.07 106.15 124.58 113.77 118.53 100.23 
112.57 107.76 128.06 96.22 105.80 126.60 120.49 
118.86 118.55 95.19 109.24 123.11 129.31 120.69 
121.82 115.27 108.67 103.51 91.89 125.15 127.58 
124.58 105.20 115.20 131.79 119.45 98.99 113.29 
125.09 112.81 106.04 122.33 120.80 120.24 131.14 
106.67 100.78 125.49 129.08 123.91 110.33 121.11 
98.53 123.29 124.86 108.64 106.68 123.02 128.50 
