h11 h12 h13
2.25 2.37 2.58 
2.50 2.56 2.49 
2.54 2.59 2.68 
2.67 2.65 2.69 
2.67 2.65 3.14 
2.51 2.71 2.74 
2.70 2.83 2.96 
2.77 2.72 3.00 
2.65 2.85 2.97 
3.11 3.22 3.34 
